Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Employment,Q4_Income,Q5_Pet_Type,Q5b_Ownership_Duration,Q6_Boarding_Frequency,Q7_Boarding_Reason,Q8_Kennel,Q8_Home_Sitter,Q8_App,Q8_Vet_Clinic,Q8_Family_Friends,Q8_Never_Used,Q9_Monthly_Pet_Spend_USD,Q10_Attachment_1,Q10_Attachment_2,Q10_Attachment_3,Q10_Attachment_4,Q10_Attachment_5,Q11_Urgency,Q12_Satisfaction_1,Q12_Satisfaction_2,Q12_Satisfaction_3,Q12_Satisfaction_4,Q13_Concern_Safety,Q13_Concern_Feeding,Q13_Concern_No_Updates,Q13_Concern_Caretaker_Exp,Q13_Concern_Hygiene,Q13_Concern_Pet_Emotion,Q13_Concern_Emergency,Q13_Concern_Trust,Q14_Budget_Live_Video,Q14_Budget_Verified_Profiles,Q14_Budget_Messaging,Q14_Budget_CCTV,Q14_Budget_Custom_Care,Q14_Budget_Health_Log,Q14_Budget_Emergency_Coord,Q14_Budget_Grooming,Q15_Care_Preference,Q16_Trust_1,Q16_Trust_2,Q16_Trust_3,Q16_Trust_4,Q17_Competitive_Awareness,Q18_Switching_Threshold,Q19_PSM_TooChеap_USD,Q19_PSM_GoodValue_USD,Q19_PSM_GettingExpensive_USD,Q19_PSM_TooExpensive_USD,Q20_Payment_Model,Q21_Attitude_1,Q21_Attitude_2,Q21_Attitude_3,Q22_Norm_1,Q22_Norm_2,Q22_Norm_3,Q23_Control_1,Q23_Control_2,Q23_Control_3,Q24_Adoption_Barrier,Q25_Adoption_Intent,Cluster_Label,Is_Outlier,Derived_Attachment_Index,Derived_Concern_Index,Derived_Trust_Index,Derived_TPB_Attitude_Score,Derived_TPB_Norm_Score,Derived_TPB_Control_Score,Derived_TPB_Composite,Derived_Satisfaction_Index,Derived_PSM_WTP_Midpoint
R0049,22-29,Female,Part-time,USD 5000-9999,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,0,0,548,5,5,5,4,5,Maybe - possible,4,3,3,3,5,5,5,4,5,5,5,4,1,1,0,8,0,0,5,0,Home-based caretaker,3,4,4,4,Heard of but not used,Marginally better,42,55,76,109,Monthly subscription,4,5,5,4,4,5,4,3,3,Price too high,Maybe,Anxious Premium Pet Parent,No,4.8,4.75,3.75,4.67,4.33,3.33,4.11,3.25,65.5
R0050,50-59,Female,Part-time,Below USD 2000,Dog,< 1 year,Rarely (≤1/yr),Personal holiday,0,0,0,0,1,0,181,3,3,4,4,3,No - no near-term need,4,4,3,4,4,3,3,3,3,3,4,3,0,2,0,0,2,3,6,2,No preference,2,5,3,4,Heard of but not used,Noticeably better,16,21,48,73,Monthly subscription,3,3,3,2,3,3,3,4,4,Price too high,No,Budget-Sensitive Occasional User,No,3.4,3.25,3.5,3.0,2.67,3.67,3.11,3.75,34.5
R0051,50-59,Female,Student,USD 5000-9999,Dog,< 1 year,Occasionally (2-4/yr),Other,1,1,0,0,0,0,198,4,4,4,4,3,No - no near-term need,3,4,3,2,3,3,3,4,3,3,4,4,3,1,4,0,1,1,1,4,Professional facility,4,3,4,3,Not aware,Noticeably better,4,19,37,82,Freemium,4,4,3,2,3,3,4,4,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.8,3.38,3.5,3.67,2.67,4.0,3.44,3.0,28.0
R0052,30-39,Male,Full-time,USD 10000-19999,Dog,7+ years,Occasionally (2-4/yr),Work travel,0,1,0,1,0,0,557,5,3,5,5,4,No - no near-term need,3,3,3,1,4,4,4,4,4,5,4,5,3,2,3,4,0,0,2,1,Hybrid,4,4,2,4,Yes - aware and used,Noticeably better,49,63,75,141,Monthly subscription,4,4,5,4,4,4,4,5,4,Inconsistent quality,Maybe,Anxious Premium Pet Parent,No,4.4,4.25,3.5,4.33,4.0,4.33,4.22,2.5,69.0
R0053,30-39,Female,Full-time,USD 2000-4999,Rabbit/small mammal,4-7 years,Occasionally (2-4/yr),Personal holiday,1,0,0,0,1,0,123,4,3,3,3,3,Maybe - possible,3,2,5,3,4,3,4,4,3,3,3,3,0,2,2,1,1,3,4,2,Professional facility,4,4,4,4,Yes - aware and used,Significantly better,12,21,37,96,Freemium,4,3,3,4,3,5,2,4,3,Price too high,No,Budget-Sensitive Occasional User,No,3.2,3.38,4.0,3.33,4.0,3.0,3.44,3.25,29.0
R0054,22-29,Male,Full-time,USD 5000-9999,Other,4-7 years,Very frequently (>10/yr),Personal holiday,1,0,1,1,0,0,388,4,4,5,5,5,Yes - confirmed,2,2,2,2,5,5,5,4,5,5,4,5,7,2,1,4,1,0,0,0,Professional facility,3,3,3,3,Heard of but not used,Marginally better,32,48,76,98,Annual membership,5,4,5,5,5,4,5,4,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.6,4.75,3.0,4.67,4.67,4.33,4.56,2.0,62.0
R0055,50-59,Female,Part-time,USD 10000-19999,Cat,< 1 year,Frequently (5-10/yr),Work travel,0,1,0,0,0,0,273,3,4,3,5,2,No - no near-term need,3,3,4,3,3,3,4,5,3,4,4,4,1,2,5,2,0,1,2,2,Home-based caretaker,4,4,4,3,Yes - aware and used,Noticeably better,14,33,49,100,Pay-per-booking,4,4,4,4,3,4,4,4,4,Price too high,Yes,Convenience-Driven Casual Owner,No,3.4,3.75,3.75,4.0,3.67,4.0,3.89,3.25,41.0
R0056,30-39,Male,Self-employed,USD 5000-9999,Cat,7+ years,Rarely (≤1/yr),Work travel,0,1,0,1,1,0,237,3,4,3,3,5,No - no near-term need,5,3,4,4,4,4,3,3,2,3,4,5,2,6,2,1,1,0,3,0,Home-based caretaker,2,2,1,3,Not aware,Not applicable,20,32,54,82,Corporate benefit,3,2,3,3,3,4,4,4,3,Inconsistent quality,No,Trust-Sceptical Non-Adopter,No,3.6,3.5,2.0,2.67,3.33,3.67,3.22,4.0,43.0
R0057,22-29,Female,Full-time,USD 10000-19999,Dog,< 1 year,Frequently (5-10/yr),Work travel,1,0,0,0,0,0,265,4,4,4,4,3,Yes - confirmed,3,3,4,4,4,3,4,4,3,3,4,3,4,2,1,0,1,2,2,3,Hybrid,4,4,3,3,Not aware,Significantly better,23,40,50,117,Monthly subscription,3,4,4,3,3,4,3,4,3,Unknown caretaker trust,No,Convenience-Driven Casual Owner,No,3.8,3.5,3.5,3.67,3.33,3.33,3.44,3.5,45.0
R0058,30-39,Male,Unemployed,Prefer not to disclose,Dog,1-3 years,Never,Other,0,0,0,0,1,0,291,4,4,4,4,3,No - no near-term need,3,3,4,3,4,4,3,3,4,3,4,4,1,6,0,2,5,0,1,0,Professional facility,3,2,3,3,Not aware,Would not switch,30,36,67,75,Pay-per-booking,2,3,2,2,3,4,3,2,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.8,3.62,2.75,2.33,3.0,2.67,2.67,3.25,51.5
R0059,40-49,Male,Full-time,USD 2000-4999,Dog,1-3 years,Rarely (≤1/yr),Long working hours,1,0,0,1,0,0,201,4,4,4,4,3,No - no near-term need,4,3,3,3,4,4,3,4,3,3,3,4,2,3,4,5,1,0,0,0,Home-based caretaker,4,4,4,4,Not aware,Significantly better,27,38,55,85,Pay-per-booking,3,5,4,4,3,3,3,5,4,Unknown caretaker trust,Yes,Convenience-Driven Casual Owner,No,3.8,3.5,4.0,4.0,3.33,4.0,3.78,3.25,46.5
R0060,22-29,Female,Full-time,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,0,1,0,0,1,0,612,5,4,4,5,5,Yes - confirmed,2,2,2,2,4,5,4,4,4,5,4,4,4,6,0,0,2,3,0,0,Professional facility,4,4,3,5,Heard of but not used,Significantly better,49,60,72,87,Annual membership,4,5,4,5,4,3,5,5,4,No significant barrier,Yes,Anxious Premium Pet Parent,No,4.6,4.25,4.0,4.33,4.0,4.67,4.33,2.0,66.0
R0061,30-39,Female,Self-employed,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Other,1,0,0,0,1,0,56,3,3,2,3,4,Yes - confirmed,4,2,4,4,4,2,3,4,4,2,3,4,0,2,6,0,0,5,0,2,Hybrid,4,3,3,3,Heard of but not used,Noticeably better,4,24,41,65,Monthly subscription,3,3,3,3,3,4,4,4,3,Price too high,No,Budget-Sensitive Occasional User,No,3.0,3.25,3.25,3.0,3.33,3.67,3.33,3.5,32.5
R0062,30-39,Male,Full-time,USD 10000-19999,Cat,1-3 years,Very frequently (>10/yr),Work travel,1,1,1,0,0,0,347,4,3,4,4,5,No - no near-term need,2,3,3,4,5,3,5,4,4,4,4,4,4,2,2,0,6,0,1,0,Professional facility,4,4,3,4,Yes - aware and used,Significantly better,39,45,65,100,Pay-per-booking,3,4,5,3,3,5,5,5,5,Data privacy concern,Maybe,Busy Working Professional,No,4.0,4.12,3.75,4.0,3.67,5.0,4.22,3.0,55.0
R0063,40-49,Male,Full-time,USD 10000-19999,Dog,7+ years,Frequently (5-10/yr),Medical/family emergency,0,0,0,0,1,0,111,3,4,4,4,3,Maybe - possible,4,2,3,4,4,3,4,4,3,4,4,3,0,1,4,2,1,1,0,6,No preference,3,4,4,3,Yes - aware and used,Noticeably better,14,27,53,96,Pay-per-booking,4,4,3,3,2,3,4,4,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.6,3.62,3.5,3.67,2.67,4.0,3.44,3.25,40.0
R0064,30-39,Female,Student,USD 2000-4999,Dog,< 1 year,Occasionally (2-4/yr),Work travel,0,0,1,0,1,0,177,3,4,3,4,3,Yes - confirmed,3,3,4,2,4,3,4,4,3,4,3,4,0,3,2,0,6,1,0,3,Hybrid,4,3,4,4,Heard of but not used,Marginally better,23,30,52,81,Freemium,3,3,4,4,4,4,4,3,4,No significant barrier,Yes,Convenience-Driven Casual Owner,No,3.4,3.62,3.75,3.33,4.0,3.67,3.67,3.0,41.0
R0065,50-59,Female,Part-time,Below USD 2000,Cat,1-3 years,Rarely (≤1/yr),Long working hours,1,1,0,0,1,1,157,4,2,4,4,3,No - no near-term need,3,4,3,3,4,4,3,3,4,3,4,4,6,7,0,0,0,1,1,0,Home-based caretaker,3,3,2,2,Heard of but not used,Noticeably better,27,33,43,107,Pay-per-booking,3,3,3,3,3,3,2,3,3,Price too high,Maybe,Trust-Sceptical Non-Adopter,No,3.4,3.62,2.5,3.0,3.0,2.67,2.89,3.25,38.0
R0066,40-49,Female,Full-time,USD 2000-4999,Cat,4-7 years,Occasionally (2-4/yr),Other,0,1,0,0,0,0,105,4,3,3,4,4,No - no near-term need,3,3,3,5,4,4,4,3,3,4,5,4,0,2,7,1,0,4,1,0,Professional facility,2,3,2,3,Heard of but not used,Not applicable,14,26,50,70,Pay-per-booking,2,2,3,2,2,3,4,3,3,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,3.6,3.88,2.5,2.33,2.33,3.33,2.67,3.5,38.0
R0067,40-49,Male,Self-employed,Below USD 2000,Dog,< 1 year,Frequently (5-10/yr),Work travel,0,1,0,0,1,0,201,3,2,4,4,3,No - no near-term need,2,4,4,3,4,3,3,4,2,4,3,3,3,1,5,0,3,1,1,1,Home-based caretaker,4,4,4,3,Yes - aware and used,Significantly better,23,34,55,101,Annual membership,3,4,4,4,4,3,4,3,5,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.2,3.25,3.75,3.67,3.67,4.0,3.78,3.25,44.5
R0068,40-49,Male,Self-employed,Below USD 2000,Cat,1-3 years,Occasionally (2-4/yr),Personal holiday,0,1,0,0,1,0,139,4,3,4,4,3,No - no near-term need,3,3,3,4,3,4,3,4,3,4,4,3,6,2,0,0,2,2,3,0,Hybrid,3,4,4,3,Yes - aware and used,Would not switch,3,21,46,68,Annual membership,3,3,2,3,3,3,4,3,3,Data privacy concern,No,Budget-Sensitive Occasional User,No,3.6,3.5,3.5,2.67,3.0,3.33,3.0,3.25,33.5
R0069,22-29,Female,Part-time,USD 10000-19999,Dog,4-7 years,Very frequently (>10/yr),Personal holiday,0,0,0,0,1,0,411,5,5,5,4,5,Yes - confirmed,3,2,2,4,5,5,5,4,4,5,5,5,9,0,0,0,1,2,3,0,Professional facility,4,5,4,3,Yes - aware and used,Significantly better,60,68,94,131,Annual membership,5,5,4,4,4,4,5,5,4,Limited local availability,Yes,Anxious Premium Pet Parent,No,4.8,4.75,4.0,4.67,4.0,4.67,4.44,2.75,81.0
R0070,30-39,Female,Part-time,USD 2000-4999,Cat,7+ years,Rarely (≤1/yr),Other,1,0,1,1,1,0,115,4,2,4,4,3,Maybe - possible,4,4,4,2,4,2,3,3,3,4,3,4,4,1,0,0,5,0,2,3,Hybrid,4,4,4,3,Not aware,Would not switch,10,26,43,69,Freemium,3,3,3,3,3,3,3,5,3,Inconsistent quality,Maybe,Budget-Sensitive Occasional User,No,3.4,3.25,3.75,3.0,3.0,3.67,3.22,3.5,34.5
R0071,Under 22,Female,Full-time,Below USD 2000,Cat,< 1 year,Rarely (≤1/yr),Personal holiday,1,0,0,0,1,0,149,3,3,3,3,4,Maybe - possible,4,3,4,4,4,4,4,3,3,3,4,4,0,2,1,0,3,4,1,4,Home-based caretaker,3,4,4,2,Not aware,Noticeably better,3,19,46,71,Pay-per-booking,3,3,3,3,3,4,4,4,4,Limited local availability,No,Budget-Sensitive Occasional User,No,3.2,3.62,3.25,3.0,3.33,4.0,3.44,3.75,32.5
R0072,30-39,Female,Part-time,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,1,0,1,0,0,381,4,4,5,4,4,No - no near-term need,2,2,3,2,5,5,5,5,5,5,5,5,1,1,1,1,1,3,7,0,Professional facility,4,4,3,4,Yes - aware and used,Would not switch,48,55,75,123,Monthly subscription,4,5,4,4,5,4,4,5,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.2,5.0,3.75,4.33,4.33,4.33,4.33,2.25,65.0
R0073,Under 22,Male,Student,Below USD 2000,Bird,1-3 years,Rarely (≤1/yr),Work travel,0,0,0,1,1,0,127,4,3,3,3,3,No - no near-term need,4,4,4,5,4,3,4,3,3,4,3,3,0,1,2,0,3,6,1,2,Home-based caretaker,3,4,3,3,Yes - aware and used,Significantly better,8,24,35,81,Pay-per-booking,3,3,4,3,4,3,3,3,3,Price too high,No,Budget-Sensitive Occasional User,No,3.2,3.38,3.25,3.33,3.33,3.0,3.22,4.25,29.5
R0074,40-49,Female,Self-employed,USD 5000-9999,Cat,1-3 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,1,0,93,3,3,3,4,4,No - no near-term need,5,3,4,4,4,3,4,3,3,3,4,3,1,1,3,3,3,2,2,0,No preference,4,4,4,3,Heard of but not used,Noticeably better,32,41,73,81,Annual membership,3,4,4,4,5,4,3,4,4,Price too high,Yes,Convenience-Driven Casual Owner,No,3.4,3.38,3.75,3.67,4.33,3.67,3.89,4.0,57.0
R0075,40-49,Female,Full-time,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,1,0,456,5,4,4,5,4,No - no near-term need,2,2,3,3,4,4,5,4,3,3,4,4,4,2,1,0,1,3,4,0,Home-based caretaker,4,4,4,4,Yes - aware and used,Marginally better,30,43,68,76,Annual membership,4,5,5,4,4,4,5,5,5,Data privacy concern,Yes,Busy Working Professional,No,4.4,3.88,4.0,4.67,4.0,5.0,4.56,2.5,55.5
R0076,40-49,Male,Student,USD 5000-9999,Dog,1-3 years,Very frequently (>10/yr),Work travel,0,1,0,0,1,0,341,5,4,5,5,5,Maybe - possible,3,3,2,4,5,4,5,5,4,5,4,5,0,3,6,1,1,0,4,0,Hybrid,3,4,4,5,Heard of but not used,Significantly better,44,58,68,118,Monthly subscription,4,5,4,4,4,4,5,4,5,Price too high,Yes,Anxious Premium Pet Parent,No,4.8,4.62,4.0,4.33,4.0,4.67,4.33,3.0,63.0
R0077,30-39,Female,Part-time,USD 5000-9999,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,0,0,123,4,2,4,3,3,No - no near-term need,3,4,3,5,3,3,3,4,3,3,3,3,0,0,7,5,1,1,1,0,No preference,4,5,2,2,Heard of but not used,Significantly better,7,22,38,81,Monthly subscription,3,4,3,3,3,3,3,3,4,Price too high,No,Budget-Sensitive Occasional User,No,3.2,3.12,3.25,3.33,3.0,3.33,3.22,3.75,30.0
R0078,22-29,Female,Full-time,USD 5000-9999,Dog,4-7 years,Very frequently (>10/yr),Personal holiday,1,0,0,0,0,0,307,4,5,3,5,4,No - no near-term need,3,2,3,4,5,4,3,3,4,4,3,4,5,1,3,0,2,1,3,0,Home-based caretaker,3,4,4,4,Yes - aware and used,Marginally better,28,40,66,106,Monthly subscription,5,5,4,4,4,4,5,5,5,Data privacy concern,Yes,Busy Working Professional,No,4.2,3.75,3.75,4.67,4.0,5.0,4.56,3.0,53.0
R0079,30-39,Male,Full-time,USD 10000-19999,Dog,7+ years,Very frequently (>10/yr),Long working hours,1,0,1,0,0,0,546,5,4,4,4,5,Yes - confirmed,3,1,2,2,4,4,5,4,5,4,4,5,3,2,6,1,1,0,2,0,Professional facility,4,4,4,4,Heard of but not used,Marginally better,43,58,92,117,Annual membership,5,3,5,5,4,4,4,4,5,No significant barrier,Maybe,Anxious Premium Pet Parent,No,4.4,4.38,4.0,4.33,4.33,4.33,4.33,2.0,75.0
R0080,40-49,Male,Full-time,USD 2000-4999,Rabbit/small mammal,4-7 years,Rarely (≤1/yr),Personal holiday,0,0,0,0,1,0,350,5,3,4,3,4,No - no near-term need,5,4,4,4,3,3,3,4,3,3,5,3,0,3,2,2,0,6,2,0,Professional facility,3,2,2,3,Yes - aware and used,Would not switch,30,36,47,109,Freemium,2,3,3,2,3,3,3,3,4,Data privacy concern,Yes,Trust-Sceptical Non-Adopter,No,3.8,3.38,2.5,2.67,2.67,3.33,2.89,4.25,41.5
R0081,30-39,Female,Full-time,USD 20000+,Dog,4-7 years,Very frequently (>10/yr),Long working hours,0,1,0,1,0,0,322,4,5,4,4,5,No - no near-term need,3,3,3,3,5,4,5,4,4,4,4,5,5,2,1,1,0,1,5,0,Professional facility,5,4,4,4,Heard of but not used,Not applicable,46,61,87,121,Monthly subscription,5,4,5,4,4,4,4,5,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.4,4.38,4.25,4.67,4.0,4.67,4.44,3.0,74.0
R0082,22-29,Non-binary,Full-time,USD 5000-9999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,0,1,0,0,0,0,331,5,4,4,4,5,Yes - confirmed,3,3,4,2,5,4,5,4,3,5,4,4,8,1,1,0,2,1,2,0,Hybrid,5,4,4,5,Heard of but not used,Noticeably better,28,37,71,111,Freemium,4,5,4,4,5,5,4,5,5,Data privacy concern,No,Busy Working Professional,No,4.4,4.25,4.5,4.33,4.67,4.67,4.56,3.0,54.0
R0083,Under 22,Male,Student,USD 5000-9999,Dog,7+ years,Occasionally (2-4/yr),Work travel,1,0,1,1,1,0,77,2,3,3,3,4,Maybe - possible,4,3,3,4,3,3,3,3,3,3,3,3,0,1,3,0,3,0,3,5,Home-based caretaker,4,3,4,3,Heard of but not used,Noticeably better,8,22,33,54,Pay-per-booking,3,3,3,3,3,3,4,3,3,Limited local availability,Maybe,Budget-Sensitive Occasional User,No,3.0,3.0,3.5,3.0,3.0,3.33,3.11,3.5,27.5
R0084,22-29,Male,Student,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Long working hours,1,0,0,0,0,0,118,3,4,3,3,4,Maybe - possible,3,4,4,5,3,3,3,3,2,3,3,4,0,1,1,0,2,4,0,7,Home-based caretaker,3,5,3,3,Heard of but not used,Would not switch,4,19,39,53,Pay-per-booking,3,2,3,3,3,4,4,3,3,Price too high,No,Budget-Sensitive Occasional User,No,3.4,3.0,3.5,2.67,3.33,3.33,3.11,4.0,29.0
R0085,Under 22,Male,Full-time,USD 10000-19999,Cat,7+ years,Never,Work travel,0,0,0,0,1,0,212,4,3,3,4,4,No - no near-term need,3,3,4,3,4,4,4,4,2,4,4,4,1,2,5,0,1,1,2,3,Hybrid,2,1,2,3,Heard of but not used,Would not switch,13,28,44,101,Monthly subscription,2,3,2,2,2,3,4,3,4,Inconsistent quality,No,Trust-Sceptical Non-Adopter,No,3.6,3.75,2.0,2.33,2.33,3.67,2.78,3.25,36.0
R0086,22-29,Male,Student,USD 2000-4999,Rabbit/small mammal,1-3 years,Occasionally (2-4/yr),Personal holiday,0,1,0,1,1,0,176,4,2,4,4,3,Maybe - possible,3,4,4,5,4,3,4,3,3,3,4,3,0,4,2,0,4,1,1,3,Home-based caretaker,4,4,3,2,Not aware,Would not switch,3,20,40,48,Freemium,3,3,3,3,4,3,3,4,4,Data privacy concern,Maybe,Budget-Sensitive Occasional User,No,3.4,3.38,3.25,3.0,3.33,3.67,3.33,4.0,30.0
R0087,50-59,Male,Unemployed,USD 5000-9999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,0,0,0,0,0,273,3,3,3,4,4,Yes - confirmed,4,3,3,3,4,4,4,5,4,4,4,5,0,1,1,0,2,7,4,0,No preference,3,2,1,2,Heard of but not used,Significantly better,22,31,51,80,Pay-per-booking,2,3,3,2,3,2,4,3,3,Price too high,Yes,Trust-Sceptical Non-Adopter,No,3.4,4.25,2.0,2.67,2.33,3.33,2.78,3.25,41.0
R0088,40-49,Female,Student,USD 10000-19999,Dog,4-7 years,Frequently (5-10/yr),Long working hours,0,0,1,1,0,0,404,5,5,5,5,4,No - no near-term need,2,2,3,4,5,5,4,4,4,5,4,4,6,2,3,1,0,2,0,1,Home-based caretaker,4,4,4,4,Heard of but not used,Noticeably better,33,52,63,123,Freemium,5,5,5,5,5,5,4,4,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.8,4.38,4.0,5.0,5.0,4.33,4.78,2.75,57.5
R0089,22-29,Male,Full-time,USD 5000-9999,Rabbit/small mammal,7+ years,Very frequently (>10/yr),Work travel,0,0,0,0,1,0,318,5,4,5,4,3,Yes - confirmed,2,2,2,3,5,4,4,5,5,4,5,4,4,5,2,4,0,0,0,0,Home-based caretaker,3,3,4,5,Yes - aware and used,Noticeably better,40,51,84,110,Freemium,4,4,4,4,5,5,4,4,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.2,4.5,3.75,4.0,4.67,4.0,4.22,2.25,67.5
R0090,40-49,Female,Retired,USD 10000-19999,Reptile,< 1 year,Never,Long working hours,0,0,0,0,1,0,327,4,3,3,3,4,Maybe - possible,3,2,4,4,4,3,4,4,4,4,3,4,2,2,1,0,1,4,1,4,Hybrid,2,2,3,4,Yes - aware and used,Significantly better,17,31,57,65,Monthly subscription,3,2,3,3,3,4,4,3,3,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.4,3.75,2.75,2.67,3.33,3.33,3.11,3.25,44.0
R0091,22-29,Female,Retired,USD 10000-19999,Cat,1-3 years,Occasionally (2-4/yr),Work travel,1,0,0,0,1,0,68,4,3,5,3,4,Yes - confirmed,4,3,4,3,4,3,3,3,3,3,3,3,3,0,0,3,0,5,0,4,Home-based caretaker,3,4,3,4,Yes - aware and used,Noticeably better,14,20,31,64,Pay-per-booking,3,4,3,3,3,2,4,4,4,Price too high,No,Budget-Sensitive Occasional User,No,3.8,3.12,3.5,3.33,2.67,4.0,3.33,3.5,25.5
R0092,60 or above,Female,Self-employed,USD 10000-19999,Rabbit/small mammal,1-3 years,Very frequently (>10/yr),Medical/family emergency,0,0,0,0,1,0,321,4,2,3,4,3,No - no near-term need,2,2,3,3,4,4,3,5,5,4,3,5,0,5,1,2,0,1,1,5,Hybrid,3,2,2,2,Yes - aware and used,Would not switch,22,32,58,104,Monthly subscription,2,2,3,3,3,3,3,3,4,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.2,4.12,2.25,2.33,3.0,3.33,2.89,2.5,45.0
R0093,40-49,Male,Full-time,USD 5000-9999,Dog,7+ years,Very frequently (>10/yr),Long working hours,0,0,1,0,1,0,393,5,5,5,5,5,Yes - confirmed,3,2,3,3,5,5,4,4,4,5,5,5,4,0,3,1,3,1,3,0,Professional facility,4,4,4,4,Yes - aware and used,Not applicable,48,55,77,103,Corporate benefit,4,4,5,3,4,4,5,5,5,Data privacy concern,Yes,Anxious Premium Pet Parent,No,5.0,4.62,4.0,4.33,3.67,5.0,4.33,2.75,66.0
R0094,40-49,Male,Self-employed,USD 5000-9999,Rabbit/small mammal,< 1 year,Occasionally (2-4/yr),Personal holiday,0,1,0,0,0,0,535,5,5,5,5,5,Maybe - possible,3,2,2,3,4,4,4,5,4,5,5,4,5,2,1,3,2,0,2,0,Hybrid,4,5,3,4,Heard of but not used,Significantly better,56,63,77,136,Annual membership,4,4,5,5,4,4,5,4,4,Unknown caretaker trust,Maybe,Anxious Premium Pet Parent,No,5.0,4.38,4.0,4.33,4.33,4.33,4.33,2.5,70.0
R0095,30-39,Female,Part-time,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Other,0,0,0,0,1,0,114,3,4,3,5,3,Maybe - possible,3,4,4,4,4,4,3,4,4,3,4,5,1,1,1,0,3,1,8,0,Professional facility,3,3,2,3,Heard of but not used,Noticeably better,21,27,52,60,Monthly subscription,2,3,2,2,3,4,5,4,4,Unknown caretaker trust,No,Trust-Sceptical Non-Adopter,No,3.6,3.88,2.75,2.33,3.0,4.33,3.22,3.75,39.5
R0096,40-49,Female,Part-time,Below USD 2000,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,0,0,1,0,1,1,120,4,4,4,4,3,No - no near-term need,3,4,5,4,4,4,3,4,3,4,4,5,4,1,1,1,0,1,5,2,No preference,2,3,3,3,Not aware,Not applicable,15,31,57,110,Monthly subscription,3,3,3,3,3,3,3,3,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.8,3.88,2.75,3.0,3.0,3.0,3.0,4.0,44.0
R0097,40-49,Female,Self-employed,Prefer not to disclose,Cat,1-3 years,Rarely (≤1/yr),Personal holiday,0,1,0,0,0,0,408,4,4,4,5,4,Yes - confirmed,3,2,3,3,5,4,4,4,3,3,4,4,6,1,1,0,1,6,0,0,Hybrid,4,4,3,4,Heard of but not used,Significantly better,33,49,68,81,Freemium,5,5,5,4,3,3,5,4,5,Data privacy concern,No,Busy Working Professional,No,4.2,3.88,3.75,5.0,3.33,4.67,4.33,2.75,58.5
R0098,40-49,Male,Unemployed,USD 5000-9999,Reptile,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,1,0,290,3,4,4,4,3,Maybe - possible,4,3,4,4,4,4,3,3,3,3,3,4,4,1,4,5,0,0,0,1,Home-based caretaker,4,4,4,3,Yes - aware and used,Would not switch,19,38,59,106,Monthly subscription,3,5,4,4,3,4,4,4,5,Limited local availability,Maybe,Convenience-Driven Casual Owner,No,3.6,3.38,3.75,4.0,3.67,4.33,4.0,3.75,48.5
R0099,30-39,Male,Part-time,USD 5000-9999,Cat,1-3 years,Rarely (≤1/yr),Work travel,0,0,0,0,0,1,203,3,4,3,3,3,Yes - confirmed,4,4,5,4,4,3,2,3,3,3,3,3,0,8,1,0,0,2,2,2,Home-based caretaker,3,5,4,3,Not aware,Significantly better,14,23,56,80,Pay-per-booking,4,2,4,3,3,4,3,3,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.2,3.0,3.75,3.33,3.33,3.33,3.33,4.25,39.5
